Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Anaya,30,female,Website,Limited Menu Options,4,4,4,3,5,5,4,3,4,5,4,4,4,5,4,4,5
Ankur,50,male,Website,Well-structured,3,4,3,5,5,4,5,4,5,4,4,5,4,4,4,3,5
Anushka,49,female,Youtube,Intuitive,4,4,4,3,5,5,4,3,3,4,5,5,5,4,5,5,4
Aradhana,58,female,Instagram,Limited Menu Options,5,4,4,5,5,5,4,5,4,5,5,4,4,4,4,5,4
Arvind,43,male,Instagram,Clear and concise,4,3,4,5,4,4,3,4,4,5,5,4,3,3,3,3,3
Asha,48,female,Youtube,Inconsistent Navigation,4,5,5,3,4,5,4,5,5,3,5,4,5,3,4,4,4
Ashish,62,male,Website,Inconsistent Navigation,3,4,3,5,3,5,4,3,5,4,4,5,4,5,3,5,5
Avani,27,female,Youtube,Efficient,5,5,4,4,4,3,3,4,4,5,3,4,3,5,4,4,4
Bhagyashree,53,female,Website,User-Friendly,3,3,4,5,5,5,4,4,3,4,4,5,5,4,4,4,5
Bhanu,33,female,Facebook,Inconsistent Navigation,5,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4
Chandan,46,male,Facebook,Inconsistent Navigation,4,5,4,4,5,4,4,3,4,4,3,4,5,4,4,4,4
Dhiraj,69,male,Youtube,Well-structured,3,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4
Dhruv,48,male,Facebook,Adequate,5,4,4,4,4,4,5,4,5,3,3,5,5,5,3,5,4
Ekansh,66,male,Youtube,Well-structured,4,3,5,3,4,4,5,4,4,4,4,3,3,4,5,4,4
Garima,21,female,Instagram,Limited Menu Options,4,4,3,5,4,5,4,5,3,4,4,4,4,5,4,3,5
Gita,20,female,Youtube,Well-structured,4,4,3,5,4,5,4,5,3,5,5,4,3,5,5,4,4
Gunjan,50,female,Facebook,Efficient,4,3,4,5,4,4,4,3,4,4,5,3,5,4,3,4,3
Harshit,40,male,Instagram,Inconsistent Navigation,4,5,4,4,4,5,5,5,4,3,5,5,5,5,4,4,5
Alok Verma,43,male,Youtube,Intuitive,5,5,4,3,5,5,4,4,4,4,4,4,4,5,5,3,4
Amar Malhotra,36,male,Twitter,Confusing,4,4,4,3,5,5,4,4,4,3,3,4,4,4,4,4,4
Aarti Sharma,30,female,Twitter,Inconsistent Navigation,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,3,4
Abhinav Singh,26,male,Twitter,Limited Menu Options,5,4,4,4,3,4,5,5,4,4,4,4,4,4,3,4,4
Aditi Jain,69,female,Website,Adequate,4,4,4,4,5,4,4,3,3,5,4,5,3,4,5,4,5
Aishwarya Krishnan,73,female,Facebook,Intuitive,4,4,4,5,4,4,3,4,3,5,4,5,5,5,4,3,5
Akshay Bhat,53,male,Twitter,Inconsistent Navigation,5,3,4,5,3,4,4,5,5,4,5,3,3,4,3,3,4
Alka Trivedi,36,female,Twitter,Intuitive,4,4,4,4,5,4,4,3,4,5,3,4,5,4,5,5,4
Amarjeet Patel,37,male,Facebook,User-Friendly,4,4,4,5,4,4,3,4,4,4,5,4,4,5,4,4,4
Amrita Dasgupta,74,female,Instagram,Confusing,3,3,4,3,4,3,4,5,3,4,4,5,4,5,5,5,4
Anand Menon,65,male,Website,Adequate,4,5,3,4,5,5,3,4,4,4,5,4,5,5,4,4,4
Ananya Rao,26,male,Instagram,Limited Menu Options,4,4,4,4,4,4,4,5,3,4,4,3,5,4,3,5,3
Ankita Nanda,26,female,Youtube,User-Friendly,5,5,4,4,4,4,5,3,4,3,4,3,5,4,4,4,4
Anil Kapoor,66,male,Website,Inconsistent Navigation,5,5,5,5,4,4,4,5,3,5,3,4,4,3,3,4,4
Anjali Khanna,69,female,Twitter,Clear and concise,4,4,4,5,3,4,4,3,4,5,4,3,5,3,4,5,5
Anshul Mehra,31,male,Website,Well-structured,5,4,5,5,4,4,4,5,4,5,4,5,4,4,4,4,4
Anuradha Iyengar,52,female,Instagram,Confusing,3,4,3,4,4,5,4,4,5,4,4,4,4,4,3,5,4
Arjun Sharma,31,male,Twitter,Limited Menu Options,5,4,4,4,3,4,4,4,4,5,4,4,5,5,4,3,3
Ayesha Reddy,67,female,Website,Well-structured,3,5,4,5,4,5,4,3,4,5,4,3,5,5,4,3,4
Bhavna Suri,70,female,Twitter,Limited Menu Options,4,5,5,5,5,5,4,5,5,4,5,4,5,4,4,3,3
Bhuvan Rawat,46,male,Facebook,Adequate,4,4,3,4,4,4,4,3,5,4,3,4,5,4,5,5,4
Chetan Deshpande,44,male,Youtube,Limited Menu Options,4,4,4,5,5,5,5,3,4,4,5,4,4,5,3,4,5
Damini Saxena,59,female,Instagram,Adequate,4,3,3,5,5,4,4,3,5,5,5,3,4,5,4,5,4
Darshan Joshi,40,male,Website,Confusing,4,4,3,4,4,5,4,5,4,4,4,4,4,3,4,4,5
Deepti Rana,24,female,Facebook,Limited Menu Options,4,4,3,4,3,5,4,4,3,4,5,4,4,4,5,3,4
Devendra Malhotra,63,male,Youtube,Clear and concise,4,5,4,3,5,5,4,4,4,3,4,3,4,3,3,4,5
Devika Mishra,22,female,Facebook,Efficient,3,3,4,4,4,4,3,4,5,3,4,4,5,4,4,5,5
Dinesh Sharma,66,male,Youtube,Adequate,3,5,4,4,4,5,5,4,4,4,4,4,4,4,5,5,4
Divya Kapoor,21,female,Youtube,Intuitive,4,5,3,4,5,4,4,5,5,3,4,4,3,3,3,5,4
Ekta Choudhury,67,male,Youtube,Well-structured,5,5,5,5,5,3,4,4,3,4,3,3,5,3,4,4,4
Gaurav Joshi,73,female,Facebook,Well-structured,4,5,5,3,4,5,4,3,3,4,4,5,5,5,4,4,5
Gayatri Rao,72,male,Instagram,Inconsistent Navigation,4,4,4,4,4,5,4,3,4,4,5,3,5,4,5,4,4
Girish Patel,37,female,Twitter,Well-structured,5,4,5,4,4,3,3,4,4,4,5,3,3,4,5,3,3
Hansa Singh,51,male,Twitter,Engaging,4,4,4,4,3,5,4,3,5,4,5,5,5,4,3,4,3
Harish Kumar,22,female,Youtube,Inconsistent Navigation,5,5,4,4,4,5,5,5,4,4,5,4,5,4,5,4,3
Hema Iyer,60,male,Youtube,Confusing,5,4,4,5,4,5,4,5,3,5,4,4,4,5,5,5,4
Isha Goyal,32,female,Website,Inconsistent Navigation,4,5,4,3,5,5,3,5,5,4,4,5,4,4,3,4,5
Jagdish Sharma,31,male,Youtube,User-Friendly,5,5,3,4,4,4,5,3,4,3,5,4,5,5,5,4,4
Jaya Agarwal,35,female,Instagram,Clear and concise,4,4,4,4,4,5,4,3,4,3,4,3,5,5,5,4,3
Jayant Menon,26,male,Website,Well-structured,5,3,4,5,5,4,4,3,5,4,5,4,4,4,5,5,3
Jyoti Suri,48,female,Website,Clear and concise,5,5,4,3,5,5,5,5,3,5,3,4,4,4,3,5,4
Kajal Singh,76,male,Twitter,Efficient,5,5,5,4,5,4,5,5,4,4,4,4,5,5,5,5,3
Kalyani Menon,66,female,Twitter,Confusing,5,3,5,5,4,5,3,4,5,3,4,4,5,4,5,5,5
Kamal Patel,71,male,Twitter,Inconsistent Navigation,5,3,4,5,4,5,5,4,5,4,4,4,3,4,4,3,3
Kavita Nair,24,female,Instagram,Limited Menu Options,5,3,4,4,5,5,5,3,3,4,4,4,4,4,5,4,4
Kiran Singh,19,male,Twitter,User-Friendly,4,3,4,4,5,5,4,4,5,3,5,3,3,4,4,5,3
Kirti Shah,53,female,Twitter,Limited Menu Options,5,5,4,4,5,4,3,3,3,3,5,3,3,5,4,4,5
Krishna Rao,63,male,Youtube,Clear and concise,5,4,4,3,5,4,4,5,4,4,3,4,4,5,4,4,5
Kumari Patel,61,female,Instagram,Confusing,4,4,5,3,4,4,5,5,4,4,3,3,4,5,4,4,3
Lakshmi Iyer,41,male,Website,Intuitive,5,4,4,4,5,4,5,3,4,4,4,3,4,4,4,4,5
Mahesh Malhotra,33,female,Facebook,Efficient,4,5,3,4,4,5,5,5,5,4,5,4,3,5,4,4,5
Manju Sharma,22,male,Website,Confusing,5,3,4,4,4,3,4,4,4,5,5,4,3,3,4,4,4
Manoj Kapoor,73,female,Facebook,User-Friendly,4,5,4,5,4,4,5,4,3,4,5,4,3,3,4,3,4
Meena Menon,70,male,Website,Adequate,4,4,5,5,4,4,4,5,3,3,4,4,5,4,3,4,3
Mohan Verma,72,female,Instagram,Inconsistent Navigation,4,3,4,5,5,4,3,3,4,4,3,4,4,5,4,4,4
Monica Das,72,male,Instagram,Clear and concise,4,5,4,4,4,4,5,5,5,3,3,5,5,5,4,4,3
Mukesh Sharma,45,female,Youtube,Inconsistent Navigation,4,5,4,4,4,5,4,4,4,4,3,5,4,4,4,3,3
Nandini Menon,31,male,Website,Adequate,4,5,3,3,5,4,5,5,4,3,3,3,4,5,5,3,5
Neha Choudhury,61,female,Website,Well-structured,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4
Neelam Reddy,21,male,Twitter,Intuitive,4,4,4,3,4,5,4,4,5,5,5,5,4,3,4,4,4
Nikhil Suri,44,female,Instagram,Well-structured,4,3,3,5,4,5,5,5,4,4,4,3,5,4,3,4,5
Nisha Kapoor,65,male,Instagram,User-Friendly,4,3,5,4,4,5,3,4,5,4,5,4,3,4,5,4,3
Nitin Singh,46,female,Website,Efficient,5,5,5,5,5,4,4,5,3,3,4,5,4,4,5,5,4
Padmini Iyengar,54,male,Instagram,User-Friendly,3,4,5,5,4,4,5,5,4,3,4,3,4,4,5,5,4
Pankaj Joshi,21,female,Youtube,Well-structured,4,4,3,4,5,4,4,3,4,4,4,4,4,4,4,3,4
Parvati Rana,43,male,Twitter,Intuitive,4,4,3,4,4,4,5,3,4,3,4,4,3,4,3,5,4
Pooja Patel,55,female,Twitter,User-Friendly,4,4,4,4,5,4,4,5,4,5,5,4,4,4,3,4,4
Pradeep Sharma,39,male,Instagram,Well-structured,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5
Pratik Gupta,53,female,Website,Confusing,4,5,3,3,5,4,5,5,4,5,4,5,5,4,4,3,4
Priya Das,19,male,Twitter,Adequate,4,4,4,5,4,4,5,4,5,5,4,3,3,4,4,3,4
Rajan Kapoor,57,female,Twitter,Adequate,5,4,4,3,5,5,4,4,3,5,5,3,4,4,4,3,4
Rajesh Sharma,64,male,Facebook,Intuitive,4,5,4,3,5,4,3,4,4,5,3,3,4,5,5,5,4
Rakesh Menon,29,female,Twitter,Engaging,4,5,4,5,4,4,4,4,4,4,5,3,4,3,4,4,4
Rama Reddy,58,male,Instagram,Intuitive,4,5,4,4,3,4,5,4,5,4,5,4,4,5,4,4,4
Ramesh Iyengar,21,female,Facebook,Engaging,4,5,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4
Rekha Singh,55,male,Instagram,Clear and concise,4,4,4,5,5,3,4,4,5,4,4,4,5,4,4,3,5
Rishi Malhotra,37,female,Instagram,Well-structured,3,4,4,4,4,4,5,5,4,3,4,3,4,5,5,5,4
Rohit Kumar,20,male,Facebook,Confusing,4,4,3,5,5,5,4,3,3,4,4,4,4,3,4,3,4
Rupal Jain,62,female,Instagram,Inconsistent Navigation,5,4,4,3,4,5,4,4,5,5,3,3,5,4,4,5,5
Sachin Kapoor,51,male,Website,User-Friendly,5,5,4,3,4,5,3,5,3,3,4,3,3,5,4,5,4
Sangeeta Choudhury,41,female,Facebook,Engaging,4,4,4,4,5,5,5,4,4,5,5,3,4,3,3,3,4
Sanjay Patel,33,male,Website,Engaging,4,5,4,4,4,3,4,4,3,4,4,5,4,3,4,5,3
Sapna Sharma,50,female,Youtube,Engaging,3,4,4,4,4,5,5,5,3,4,4,3,3,4,3,4,4
Sarita Menon,54,male,Youtube,User-Friendly,4,4,4,4,5,5,4,3,4,5,5,5,5,5,5,4,4
Saurabh Iyengar,60,female,Facebook,User-Friendly,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,5,5
Seema Gupta,64,male,Twitter,Well-structured,4,4,4,4,4,5,5,4,4,4,5,5,4,4,3,4,4
Shailendra Joshi,54,female,Website,Inconsistent Navigation,4,5,4,4,4,5,4,4,5,4,4,5,4,4,5,4,3
Shalini Kapoor,31,male,Facebook,Engaging,4,4,5,5,4,3,5,3,5,5,4,4,4,4,4,5,3
Shashi Menon,36,female,Facebook,Intuitive,4,4,5,3,5,4,4,4,4,5,4,3,4,4,5,4,4
Shikha Das,60,male,Facebook,Efficient,4,4,4,5,4,3,4,3,5,5,4,4,4,4,4,4,5
Shilpa Suri,26,female,Twitter,Efficient,4,3,4,4,4,3,3,5,5,5,5,4,3,4,4,5,4
Shivani Agarwal,34,male,Youtube,Confusing,5,4,4,3,4,4,4,5,4,4,4,3,5,4,5,4,3
Shruti Sharma,70,female,Website,Inconsistent Navigation,5,5,4,5,4,4,4,5,4,5,5,3,4,3,4,5,4
Siddharth Iyer,58,male,Facebook,Well-structured,5,4,4,3,4,3,5,4,3,3,5,4,4,3,4,3,3
Simran Verma,55,female,Instagram,Efficient,3,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4
Sonal Gupta,51,male,Youtube,User-Friendly,4,3,4,4,3,5,5,3,4,4,4,4,3,4,3,3,4
Srinivas Rao,57,female,Facebook,Clear and concise,4,4,4,4,4,4,4,3,5,5,4,3,4,5,3,4,3
Suman Reddy,31,male,Instagram,Inconsistent Navigation,4,5,4,4,4,4,4,4,5,4,5,4,3,5,5,3,4
Sunil Kumar,29,female,Facebook,Confusing,4,4,3,4,5,4,4,4,4,4,4,3,4,5,4,4,5
Suresh Sharma,33,male,Youtube,Confusing,3,4,4,5,4,4,4,4,4,4,5,4,3,3,3,4,4
Swati Kapoor,28,female,Facebook,Confusing,4,4,4,5,3,5,5,4,5,4,3,3,4,4,3,4,5
Tina Jain,31,male,Facebook,Intuitive,3,3,3,4,4,4,4,5,4,4,5,5,5,5,5,4,4
Uday Patel,48,female,Twitter,Efficient,5,5,4,4,3,4,3,4,3,5,4,5,4,4,3,3,3
Uma Iyengar,57,male,Twitter,Limited Menu Options,4,4,4,5,5,4,4,3,5,5,5,3,5,5,3,5,3
Utkarsh Menon,66,female,Website,Intuitive,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
Vandana Choudhury,20,male,Youtube,Well-structured,5,4,4,3,4,3,4,5,5,4,3,4,4,5,3,4,3
Varun Gupta,35,female,Youtube,Inconsistent Navigation,4,5,4,4,5,4,4,4,4,4,4,4,3,4,5,4,4
Veena Das,27,male,Facebook,Engaging,5,4,3,3,4,5,5,4,5,5,4,3,4,5,4,4,5
Vimal Joshi,43,female,Youtube,Efficient,3,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,4
Vishal Kapoor,46,male,Website,Efficient,5,5,4,4,5,4,4,4,5,5,5,3,4,4,4,3,5
Yamini Reddy,57,female,Instagram,Adequate,4,4,3,4,4,4,4,4,5,3,5,5,4,5,4,3,5
Yash Verma,39,male,Twitter,Intuitive,4,3,4,5,4,4,5,4,5,5,3,4,5,4,4,3,5
Aditya Rana,47,female,Facebook,Efficient,5,5,4,3,4,4,4,5,4,5,3,5,5,5,4,4,4
Alok Kumar,63,male,Twitter,Confusing,4,5,3,5,5,4,4,4,3,4,5,4,3,3,4,4,3
Amar Das,40,female,Youtube,Inconsistent Navigation,5,4,4,5,4,5,4,3,5,4,4,3,4,4,4,4,4
Anaya Patel,37,male,Website,Intuitive,5,4,5,3,3,5,4,4,5,3,4,4,4,4,5,3,3
Ankur Sharma,41,female,Website,Confusing,4,3,4,3,5,5,4,5,5,4,3,4,3,3,4,5,4
Anushka Menon,68,male,Facebook,Clear and concise,4,4,4,3,5,4,4,5,4,3,5,3,3,4,3,4,3
Aradhana Iyengar,65,female,Twitter,Intuitive,5,3,5,4,4,4,5,4,4,3,3,4,4,4,5,3,5
Arvind Choudhury,76,male,Youtube,Engaging,4,4,4,5,5,5,5,4,3,3,4,4,5,3,5,5,3
Asha Menon,36,female,Twitter,Well-structured,4,4,4,5,4,4,4,5,4,5,3,5,5,4,3,3,5
Ashish Kumar,40,male,Youtube,Inconsistent Navigation,4,5,4,4,4,5,4,4,4,5,5,4,3,3,4,4,4
Avani Kapoor,66,female,Youtube,Adequate,3,5,4,5,4,4,3,4,5,5,4,5,4,4,3,5,4
Bhagyashree Suri,54,female,Instagram,Limited Menu Options,3,3,4,3,5,5,4,5,5,5,5,5,4,4,4,3,4
Bhanu Reddy,73,female,Website,Intuitive,5,5,4,5,4,5,4,3,5,5,5,4,5,4,5,3,4
Chandan Gupta,75,male,Twitter,Intuitive,5,4,4,5,4,5,5,3,5,3,3,4,3,5,4,5,5
Dhiraj Joshi,68,male,Facebook,Engaging,4,3,5,4,4,4,4,4,4,4,4,5,4,3,3,4,4
Dhruv Kapoor,44,male,Website,Engaging,4,4,4,4,4,4,4,3,4,5,5,5,4,5,3,5,3
Ekansh Sharma,55,female,Facebook,Efficient,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Garima Das,32,female,Instagram,Well-structured,4,4,4,5,3,3,4,4,3,3,5,4,4,3,5,4,5
Gita Suri,20,female,Twitter,Limited Menu Options,5,3,3,4,5,4,5,4,5,4,3,3,4,4,3,5,4
Gunjan Patel,62,female,Twitter,Intuitive,5,4,4,5,5,4,5,5,5,4,3,4,4,3,5,4,4
Harshit Choudhury,54,male,Twitter,Inconsistent Navigation,5,4,4,5,4,4,5,3,3,3,4,5,5,4,3,4,4
Indira Kapoor,24,female,Instagram,Adequate,5,3,4,4,3,5,4,4,5,3,4,5,4,4,4,5,4
Jagan Reddy,38,male,Facebook,Inconsistent Navigation,3,5,5,4,3,4,4,4,5,5,4,4,3,4,4,3,5
Kanta Iyengar,64,female,Instagram,Efficient,4,4,3,5,4,5,5,5,5,4,4,4,4,4,4,5,4
Karan Verma,27,male,Twitter,User-Friendly,4,4,4,4,4,4,5,3,5,5,3,3,3,4,4,4,3
Kavitha Das,68,female,Youtube,Inconsistent Navigation,3,4,3,5,3,5,4,5,4,4,4,5,5,4,4,3,5
Keshav Menon,42,male,Facebook,Efficient,5,4,4,3,5,3,3,4,3,3,5,4,3,4,5,4,4
Kishore Sharma,65,female,Facebook,Efficient,4,4,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4
Lata Choudhury,36,female,Youtube,User-Friendly,4,5,3,5,4,4,4,4,5,3,4,3,4,4,4,5,5
Madhav Patel,42,male,Twitter,Limited Menu Options,5,5,4,3,4,5,3,4,4,5,4,5,5,4,4,4,4
Mala Iyengar,62,female,Twitter,User-Friendly,4,4,4,5,4,4,4,5,3,4,3,5,5,5,4,4,5
Manish Kumar,33,male,Youtube,Limited Menu Options,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,3,4
Meera Reddy,19,female,Twitter,Efficient,4,4,4,5,5,5,5,4,3,4,4,4,3,4,4,4,4
Mohini Suri,65,male,Twitter,Engaging,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,5,4
Mukul Das,33,female,Twitter,Engaging,5,3,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4
Namrata Menon,24,male,Facebook,Inconsistent Navigation,5,3,4,3,4,4,3,4,3,5,5,3,5,5,5,5,4
Nirav Joshi,37,female,Instagram,Well-structured,3,3,4,5,4,4,4,4,3,4,4,5,4,5,3,4,3
Padma Gupta,30,male,Twitter,Inconsistent Navigation,5,5,3,4,4,5,4,4,3,4,4,3,3,4,5,4,4
Palak Kapoor,53,female,Instagram,Clear and concise,4,4,4,5,4,4,4,4,4,3,3,5,3,3,5,4,5
Parag Iyengar,63,male,Youtube,Efficient,3,5,4,5,4,5,4,4,4,5,3,4,3,4,4,4,5
Pavan Sharma,69,female,Facebook,Clear and concise,5,3,4,4,5,4,3,5,5,5,4,5,4,4,4,5,4
Prakash Reddy,66,male,Instagram,Well-structured,4,4,3,5,4,4,4,5,4,4,4,4,5,4,3,3,4
Priyanka Das,36,female,Twitter,Efficient,5,4,5,4,5,5,4,5,4,3,4,4,5,4,4,4,5
Rahul Menon,24,male,Youtube,Engaging,4,5,3,4,4,5,3,5,5,4,5,5,5,4,4,4,5
Rajani Patel,31,female,Facebook,Intuitive,5,5,4,5,4,5,4,4,4,5,3,5,4,4,4,4,3
Rani Suri,65,female,Twitter,Engaging,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,5,3
Ravi Choudhury,43,male,Youtube,Confusing,5,4,4,3,4,4,4,3,4,5,4,5,5,5,4,4,4
Reena Das,34,female,Facebook,Engaging,5,3,4,4,5,5,4,5,3,4,5,3,3,5,4,4,5
Riya Joshi,53,male,Facebook,Engaging,4,5,4,4,5,5,4,5,5,4,5,3,3,4,4,5,5
Rudra Kumar,35,female,Instagram,Adequate,5,3,5,3,4,4,5,4,4,5,3,3,4,5,3,4,5
Sagar Kapoor,76,male,Facebook,Clear and concise,3,4,3,4,4,4,5,4,4,4,4,5,4,3,4,5,5
Samir Sharma,68,female,Instagram,Confusing,3,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,3
Sandhya Reddy,55,male,Instagram,Intuitive,3,5,3,4,4,5,4,3,3,5,4,4,5,4,4,4,5
Saraswati Iyengar,66,female,Instagram,User-Friendly,3,5,5,5,4,3,4,4,4,3,4,4,5,5,3,5,4
Satish Menon,73,male,Twitter,Clear and concise,4,3,4,3,5,3,4,4,5,5,4,3,5,4,5,5,4
Sharmila Gupta,67,female,Youtube,Inconsistent Navigation,4,3,4,4,5,5,5,4,4,4,5,5,5,3,5,4,5
Shekhar Joshi,25,male,Instagram,Confusing,5,4,4,5,3,5,5,5,4,4,4,5,4,3,3,5,3
Shubha Kapoor,43,female,Facebook,Well-structured,4,3,4,3,4,4,3,3,5,4,4,4,4,3,4,4,4
Sita Choudhury,67,female,Facebook,Well-structured,5,3,4,4,5,5,5,4,4,4,3,5,4,4,5,5,4
Subhash Kumar,56,male,Website,Intuitive,5,4,3,4,5,4,4,4,4,5,4,4,4,3,4,4,4
Sujata Suri,47,female,Youtube,Intuitive,3,4,3,4,3,3,4,5,5,4,5,4,4,4,4,5,4
Sunanda Das,28,female,Facebook,Adequate,4,4,4,5,5,3,5,3,4,4,5,4,3,4,4,4,5
Suraj Patel,42,male,Youtube,Engaging,5,5,4,5,4,5,5,4,5,5,4,4,4,4,3,3,3
Sushma Iyengar,62,female,Twitter,Engaging,3,4,5,4,4,5,5,4,4,5,4,4,5,3,3,4,4
Tarun Verma,23,male,Twitter,Clear and concise,4,5,3,4,4,5,4,5,4,4,4,3,3,5,3,5,5
Trisha Menon,61,female,Instagram,Engaging,3,3,3,3,5,5,4,5,4,4,4,4,4,5,5,5,3
Ujjwal Choudhury,21,male,Twitter,Confusing,5,3,4,4,3,5,4,5,4,5,3,4,3,4,4,5,4
Upendra Sharma,27,male,Youtube,Engaging,4,5,4,3,4,3,5,3,4,5,4,5,4,4,5,4,3
Usha Das,35,female,Facebook,Limited Menu Options,3,4,4,4,5,4,4,5,5,3,3,4,4,3,3,4,5
Vani Suri,32,female,Facebook,Well-structured,5,3,4,4,4,5,3,4,4,5,4,3,4,5,4,5,5
Vasu Kapoor,45,male,Twitter,Adequate,5,4,3,4,5,4,5,4,3,3,5,4,4,4,4,3,5
Vibha Iyengar,21,female,Instagram,Well-structured,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4
Vidya Reddy,66,male,Youtube,Intuitive,3,4,4,3,3,5,4,4,4,4,4,5,4,4,3,5,3
Vinay Joshi,38,female,Instagram,Clear and concise,5,4,4,5,4,5,4,4,5,4,5,3,4,4,3,4,4
Vrinda Menon,33,male,Website,Efficient,5,5,4,5,4,4,5,5,3,4,3,4,5,5,3,4,4
Yashoda Choudhury,46,female,Youtube,Clear and concise,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,5,3
Alok Iyer,53,male,Twitter,Clear and concise,4,4,4,4,5,4,4,4,4,5,3,5,4,4,3,4,4
Amar Gupta,38,female,Facebook,Clear and concise,3,5,4,4,4,5,4,3,4,4,3,4,4,4,3,4,5
Aarti Das,20,male,Facebook,Inconsistent Navigation,5,4,5,4,3,4,4,4,4,4,3,3,4,3,4,4,5
Abhinav Menon,58,female,Facebook,Intuitive,4,4,4,3,5,4,4,3,4,4,3,5,5,4,4,4,5
Aditi Iyengar,49,male,Website,Engaging,5,5,3,4,4,4,4,4,4,3,4,4,4,3,5,5,3
Aishwarya Suri,46,female,Facebook,Engaging,4,4,4,3,4,4,3,5,3,5,4,4,3,4,4,3,3
Akshay Joshi,35,male,Facebook,Well-structured,5,4,4,3,5,5,4,4,4,4,4,4,5,4,5,5,5
Alka Kapoor,35,female,Website,Confusing,4,5,4,5,4,4,4,4,3,5,4,4,5,5,4,4,5
Amarjeet Reddy,53,male,Website,Clear and concise,3,3,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4
Amrita Iyer,21,female,Twitter,Engaging,3,5,3,3,4,4,4,5,3,4,4,3,5,5,4,4,5
Anand Sharma,19,male,Instagram,Limited Menu Options,4,4,3,3,4,5,4,5,3,5,4,4,5,4,5,5,4
Ananya Patel,49,female,Instagram,Clear and concise,4,4,3,3,4,5,4,5,3,4,4,3,5,4,3,4,5
Ankita Rana,56,male,Instagram,Inconsistent Navigation,5,5,3,4,3,4,4,4,5,4,5,4,5,4,3,5,4
Anil Malhotra,38,female,Instagram,User-Friendly,5,4,4,3,4,4,5,5,5,5,4,5,4,5,5,4,5
Anjali Suri,45,male,Youtube,Adequate,4,5,4,4,4,5,5,4,4,4,4,4,4,3,5,5,4
Anshul Kapoor,58,female,Website,Limited Menu Options,4,4,4,5,4,5,4,3,5,4,4,4,4,3,4,4,4
Anuradha Choudhury,52,male,Website,Well-structured,5,4,4,5,4,4,3,4,4,4,5,3,5,4,4,4,3
Arjun Das,36,female,Instagram,Confusing,4,4,3,5,4,5,4,4,5,4,5,4,4,4,3,3,4
Ayesha Menon,62,male,Youtube,Clear and concise,4,5,3,5,4,3,5,5,5,4,5,5,4,4,4,5,5
Bhavna Gupta,44,female,Facebook,Adequate,3,5,5,5,4,4,4,5,4,5,4,5,3,4,5,3,4
Bhuvan Joshi,60,male,Instagram,Efficient,5,4,4,4,4,4,4,3,5,4,4,5,4,4,3,3,4
Chetan Reddy,52,female,Facebook,Confusing,4,3,3,4,4,5,4,4,5,3,5,4,3,4,4,4,5
Mohammad Rahman,29,male,Youtube,Clear and concise,4,5,4,4,4,4,4,4,4,4,4,5,3,4,5,3,4
Fatima Khanam,62,female,Twitter,Inconsistent Navigation,5,5,4,4,5,3,4,5,4,4,5,4,5,3,4,5,5
Ashfaq Ahmed,30,male,Youtube,Limited Menu Options,4,4,4,4,4,4,4,5,4,5,4,5,4,3,4,4,3
Nasreen Begum,20,female,Instagram,Inconsistent Navigation,5,4,4,4,4,4,4,3,4,5,4,4,4,3,4,3,4
Shahidul Islam,19,male,Facebook,User-Friendly,4,4,4,5,4,3,4,5,4,5,3,5,5,4,3,5,4
Farida Akhtar,30,female,Instagram,Intuitive,4,5,4,4,5,4,4,4,5,5,4,3,4,4,5,4,4
Aminul Haque,30,male,Youtube,Efficient,4,5,4,4,5,3,3,4,4,4,4,3,5,3,4,4,5
Ayesha Siddiqua,21,female,Youtube,Adequate,4,3,4,5,5,4,3,5,5,5,5,4,4,5,4,4,4
Abdur Rahman,54,male,Website,User-Friendly,4,5,4,4,4,5,4,4,5,4,4,4,4,3,4,3,4
Sultana Parveen,61,female,Youtube,Engaging,5,4,3,4,3,4,4,4,4,4,4,4,5,4,3,4,4
